Label: see	Tree structure	zoek.pl?lemma=Tree+structure	SYNTAX
Label: see	Merge	zoek.pl?lemma=Merge	SYNTAX
	Labeled bracketing	zoek.pl?lemma=Labeled+bracketing&lemmacode=577	SYNTAX
	Labial	zoek.pl?lemma=Labial&lemmacode=578	PHONOLOGY/PHONETICS
	Labialisation	zoek.pl?lemma=Labialisation&lemmacode=1230	PHONOLOGY/PHONETICS
	Labiodental	zoek.pl?lemma=Labiodental&lemmacode=579	PHONOLOGY/PHONETICS
	Lambda-abstraction	zoek.pl?lemma=Lambda-abstraction&lemmacode=580	SEMANTICS
	Lambda-operator	zoek.pl?lemma=Lambda-operator&lemmacode=581	SEMANTICS
	Laminal	zoek.pl?lemma=Laminal&lemmacode=582	PHONOLOGY/PHONETICS
	Landing-site	zoek.pl?lemma=Landing-site&lemmacode=583	SYNTAX
	Laryngectomy	zoek.pl?lemma=Laryngectomy&lemmacode=1232	PHONETICS
	Larynx	zoek.pl?lemma=Larynx&lemmacode=1231	PHONETICS
	Last Resort	zoek.pl?lemma=Last+Resort&lemmacode=1520	SYNTAX
	Lateral	zoek.pl?lemma=Lateral&lemmacode=585	PHONOLOGY/PHONETICS
	Latinate affix	zoek.pl?lemma=Latinate+affix&lemmacode=586	MORPHOLOGY
Lax: see	Tense	zoek.pl?lemma=Tense	SYNTAX/SEMANTICS
Lax: see	Tense	zoek.pl?lemma=Tense	PHONOLOGY/PHONETICS
	Layered morphology	zoek.pl?lemma=Layered+morphology&lemmacode=588	MORPHOLOGY
	Left Branch Condition	zoek.pl?lemma=Left+Branch+Condition&lemmacode=589	SYNTAX
	Left downward monotonicity	zoek.pl?lemma=Left+downward+monotonicity&lemmacode=591	SEMANTICS
Left monotone decreasing: see	Left downward monotonicity	zoek.pl?lemma=Left+downward+monotonicity	SEMANTICS
Left monotone increasing: see	Left upward monotonicity	zoek.pl?lemma=Left+upward+monotonicity	SEMANTICS
	Left upward monotonicity	zoek.pl?lemma=Left+upward+monotonicity&lemmacode=594	SEMANTICS
	Left-dislocation	zoek.pl?lemma=Left-dislocation&lemmacode=590	SYNTAX
	Leftness condition	zoek.pl?lemma=Leftness+condition&lemmacode=595	SYNTAX
	Lenition	zoek.pl?lemma=Lenition&lemmacode=596	PHONOLOGY
	Level	zoek.pl?lemma=Level&lemmacode=597	MORPHOLOGY
Level I/II affix: see	Class I/II affix	zoek.pl?lemma=Class+I/II+affix	PHONOLOGY/MORPHOLOGY
	Level Ordering Hypothesis	zoek.pl?lemma=Level+Ordering+Hypothesis&lemmacode=599	MORPHOLOGY
	Lexeme	zoek.pl?lemma=Lexeme&lemmacode=600	MORPHOLOGY
	Lexical ambiguity	zoek.pl?lemma=Lexical+ambiguity&lemmacode=601	SEMANTICS
	Lexical array	zoek.pl?lemma=Lexical+array&lemmacode=1515	SYNTAX
Lexical categories: see	Lexical category	zoek.pl?lemma=Lexical+category	MORPHOLOGY/SYNTAX
	Lexical category	zoek.pl?lemma=Lexical+category&lemmacode=602	MORPHOLOGY/SYNTAX
	Lexical category prominence	zoek.pl?lemma=Lexical+category+prominence&lemmacode=603	PHONOLOGY
	Lexical component	zoek.pl?lemma=Lexical+component&lemmacode=604	MORPHOLOGY
	Lexical Conceptual Structure	zoek.pl?lemma=Lexical+Conceptual+Structure&lemmacode=605	SYNTAX
Lexical decomposition: see	Componential analysis	zoek.pl?lemma=Componential+analysis	SEMANTICS
	Lexical insertion	zoek.pl?lemma=Lexical+insertion&lemmacode=607	GENERAL
	Lexical integrity	zoek.pl?lemma=Lexical+integrity&lemmacode=608	MORPHOLOGY/SYNTAX
	Lexical Morphology	zoek.pl?lemma=Lexical+Morphology&lemmacode=609	SYNTAX
Lexical Phonology: see	Lexical Morphology	zoek.pl?lemma=Lexical+Morphology	SYNTAX
	Lexical relatedness	zoek.pl?lemma=Lexical+relatedness&lemmacode=611	MORPHOLOGY
	Lexical semantics	zoek.pl?lemma=Lexical+semantics&lemmacode=612	SEMANTICS
	Lexical subarray	zoek.pl?lemma=Lexical+subarray&lemmacode=1533	SYNTAX
	Lexical transformation	zoek.pl?lemma=Lexical+transformation&lemmacode=613	MORPHOLOGY
	Lexicalist Hypothesis	zoek.pl?lemma=Lexicalist+Hypothesis&lemmacode=614	MORPHOLOGY/SYNTAX
	Lexicalization	zoek.pl?lemma=Lexicalization&lemmacode=615	MORPHOLOGY
	Lexicon	zoek.pl?lemma=Lexicon&lemmacode=616	GENERAL
LF: see	Logical form	zoek.pl?lemma=Logical+form	SEMANTICS
LF: see	Logical form	zoek.pl?lemma=Logical+form	SYNTAX
	LF model	zoek.pl?lemma=LF+model&lemmacode=1399	PHONETICS
	L-feature	zoek.pl?lemma=L-feature&lemmacode=618	SYNTAX
	Liaison	zoek.pl?lemma=Liaison&lemmacode=1233	PHONOLOGY/PHONETICS
	Liar's paradox	zoek.pl?lemma=Liar's+paradox&lemmacode=619	MORPHOLOGY/SYNTAX
License: see	Licensing	zoek.pl?lemma=Licensing	SYNTAX
	Licensing	zoek.pl?lemma=Licensing&lemmacode=620	SYNTAX
	Light verb	zoek.pl?lemma=Light+verb&lemmacode=621	SYNTAX
Linear Predictive Coding: see	LPC	zoek.pl?lemma=LPC	PHONETICS
	Liquid	zoek.pl?lemma=Liquid&lemmacode=622	PHONOLOGY/PHONETICS
	Listeme	zoek.pl?lemma=Listeme&lemmacode=623	SYNTAX
	Listing	zoek.pl?lemma=Listing&lemmacode=624	SYNTAX
Live on property: see	Conservativity	zoek.pl?lemma=Conservativity	SEMANTICS
L-marked: see	L-marking	zoek.pl?lemma=L-marking	SYNTAX
	L-marking	zoek.pl?lemma=L-marking&lemmacode=626	SYNTAX
	Loan word	zoek.pl?lemma=Loan+word&lemmacode=627	GENERAL
	Local binding	zoek.pl?lemma=Local+binding&lemmacode=628	SYNTAX
Local economy: see	Global economy	zoek.pl?lemma=Global+economy	SYNTAX
	Localism	zoek.pl?lemma=Localism&lemmacode=629	SEMANTICS
	Locality	zoek.pl?lemma=Locality&lemmacode=630	SYNTAX
	Locus	zoek.pl?lemma=Locus&lemmacode=1234	PHONETICS
Locutionary act: see	Speech act	zoek.pl?lemma=Speech+act	SEMANTICS
	Logic	zoek.pl?lemma=Logic&lemmacode=632	GENERAL
	Logical constant	zoek.pl?lemma=Logical+constant&lemmacode=633	SEMANTICS
Logical equivalence: see	Equivalence	zoek.pl?lemma=Equivalence	SEMANTICS
	Logical form	zoek.pl?lemma=Logical+form&lemmacode=635	SEMANTICS
	Logical form	zoek.pl?lemma=Logical+form&lemmacode=635	SYNTAX
Logical implication: see	Implication	zoek.pl?lemma=Implication	SEMANTICS
	Logical semantics	zoek.pl?lemma=Logical+semantics&lemmacode=637	SEMANTICS
Logical subject: see	Passive	zoek.pl?lemma=Passive	SYNTAX
Logical truth: see	Tautology	zoek.pl?lemma=Tautology	SEMANTICS
	Logogen model	zoek.pl?lemma=Logogen+model&lemmacode=1235	PHONETICS
	Logophoricity	zoek.pl?lemma=Logophoricity&lemmacode=640	SYNTAX
	Look-ahead	zoek.pl?lemma=Look-ahead&lemmacode=1535	SYNTAX
	Look-ahead model	zoek.pl?lemma=Look-ahead+model&lemmacode=1236	PHONETICS
	Loop	zoek.pl?lemma=Loop&lemmacode=641	MORPHOLOGY
	Low	zoek.pl?lemma=Low&lemmacode=642	PHONOLOGY
	LPC	zoek.pl?lemma=LPC&lemmacode=1238	PHONETICS
	L-related	zoek.pl?lemma=L-related&lemmacode=643	SYNTAX
	Macroparadigm	zoek.pl?lemma=Macroparadigm&lemmacode=520	MORPHOLOGY
Major categories: see	Major category	zoek.pl?lemma=Major+category	SYNTAX
	Major category	zoek.pl?lemma=Major+category&lemmacode=521	SYNTAX
	Malapropism	zoek.pl?lemma=Malapropism&lemmacode=1239	PHONETICS
	Mapping Principle	zoek.pl?lemma=Mapping+Principle&lemmacode=522	SYNTAX
	Mapping Principle	zoek.pl?lemma=Mapping+Principle&lemmacode=522	MORPHOLOGY
	Masking	zoek.pl?lemma=Masking&lemmacode=1240	PHONETICS
	Mass noun	zoek.pl?lemma=Mass+noun&lemmacode=523	SEMANTICS
Mass term: see	Mass noun	zoek.pl?lemma=Mass+noun	SEMANTICS
Material equivalence: see	Equivalence	zoek.pl?lemma=Equivalence	SEMANTICS
Material implication: see	Implication	zoek.pl?lemma=Implication	SEMANTICS
	Max(A)	zoek.pl?lemma=Max(A)&lemmacode=527	SYNTAX
Maximal chain: see	Chain	zoek.pl?lemma=Chain	SYNTAX
	Maximal onset principle	zoek.pl?lemma=Maximal+onset+principle&lemmacode=529	PHONOLOGY
	Maxims	zoek.pl?lemma=Maxims&lemmacode=1804	SEMANTICS
	McGurk effect	zoek.pl?lemma=McGurk+effect&lemmacode=1348	PHONETICS
M-command: see	C-command	zoek.pl?lemma=C-command	SYNTAX
Meaning: see	Extension	zoek.pl?lemma=Extension	SYNTAX
Meaning: see	Intension	zoek.pl?lemma=Intension	SEMANTICS
Meaning: see	Denotation	zoek.pl?lemma=Denotation	SEMANTICS
Meaning: see	Connotation	zoek.pl?lemma=Connotation	SEMANTICS
Meaning: see	Meaning theories	zoek.pl?lemma=Meaning+theories	SEMANTICS
Meaning opposition: see	Antonymy	zoek.pl?lemma=Antonymy	SEMANTICS
	Meaning postulate	zoek.pl?lemma=Meaning+postulate&lemmacode=533	SEMANTICS
	Meaning theories	zoek.pl?lemma=Meaning+theories&lemmacode=534	SEMANTICS
Meaning theory: see	Meaning theories	zoek.pl?lemma=Meaning+theories	SEMANTICS
Meaning-is-use-theory: see	Meaning theories	zoek.pl?lemma=Meaning+theories	SEMANTICS
	Melody tier	zoek.pl?lemma=Melody+tier&lemmacode=536	PHONOLOGY
Mentalistic theory: see	Meaning theories	zoek.pl?lemma=Meaning+theories	SEMANTICS
	Merge	zoek.pl?lemma=Merge&lemmacode=1514	SYNTAX
	Merge-over-Move	zoek.pl?lemma=Merge-over-Move&lemmacode=1517	SYNTAX
	Meta language	zoek.pl?lemma=Meta+language&lemmacode=538	SEMANTICS
	Metathesis	zoek.pl?lemma=Metathesis&lemmacode=1241	PHONOLOGY
	Meta-variable	zoek.pl?lemma=Meta-variable&lemmacode=539	SEMANTICS
	Metrical phonology	zoek.pl?lemma=Metrical+phonology&lemmacode=540	PHONOLOGY
	Metrical tree	zoek.pl?lemma=Metrical+tree&lemmacode=541	PHONOLOGY
MGC: see	Minimal Governing Category	zoek.pl?lemma=Minimal+Governing+Category	SYNTAX
	Minimal domain	zoek.pl?lemma=Minimal+domain&lemmacode=542	SYNTAX
	Minimal free form	zoek.pl?lemma=Minimal+free+form&lemmacode=543	MORPHOLOGY
	Minimal Governing Category	zoek.pl?lemma=Minimal+Governing+Category&lemmacode=544	SYNTAX
	Minimal Link Condition	zoek.pl?lemma=Minimal+Link+Condition&lemmacode=1527	SYNTAX
	Minimal residue	zoek.pl?lemma=Minimal+residue&lemmacode=1560	SYNTAX
	Minimal sign	zoek.pl?lemma=Minimal+sign&lemmacode=545	MORPHOLOGY
	Minimalist program	zoek.pl?lemma=Minimalist+program&lemmacode=546	SYNTAX
	Minimality	zoek.pl?lemma=Minimality&lemmacode=547	SYNTAX
	MIT-Icelandic	zoek.pl?lemma=MIT-Icelandic&lemmacode=1516	SYNTAX
MLC: see	Minimal Link Condition	zoek.pl?lemma=Minimal+Link+Condition	SYNTAX
	Modal	zoek.pl?lemma=Modal&lemmacode=548	SYNTAX
	Modal logic	zoek.pl?lemma=Modal+logic&lemmacode=549	SEMANTICS
	Modal verb	zoek.pl?lemma=Modal+verb&lemmacode=550	GENERAL
	Model	zoek.pl?lemma=Model&lemmacode=551	SEMANTICS
Model-theoretic semantics: see	Model	zoek.pl?lemma=Model	SEMANTICS
	Modifier	zoek.pl?lemma=Modifier&lemmacode=553	GENERAL
	Modularity	zoek.pl?lemma=Modularity&lemmacode=554	GENERAL
	Modulation	zoek.pl?lemma=Modulation&lemmacode=1366	PHONETICS
Monotone decreasing: see	Downward monotonicity	zoek.pl?lemma=Downward+monotonicity	SEMANTICS
Monotone increasing: see	Upward monotonicity	zoek.pl?lemma=Upward+monotonicity	SEMANTICS
	Monotonicity	zoek.pl?lemma=Monotonicity&lemmacode=557	SEMANTICS
	Montague Grammar	zoek.pl?lemma=Montague+Grammar&lemmacode=558	SEMANTICS
	Mood	zoek.pl?lemma=Mood&lemmacode=559	SYNTAX
	Mora	zoek.pl?lemma=Mora&lemmacode=560	PHONOLOGY
	Morph	zoek.pl?lemma=Morph&lemmacode=561	MORPHOLOGY
	Morpheme	zoek.pl?lemma=Morpheme&lemmacode=562	MORPHOLOGY
	Morpheme Structure Condition (MSC)	zoek.pl?lemma=Morpheme+Structure+Condition+(MSC)&lemmacode=564	PHONOLOGY/MORPHOLOGY
	Morpheme-based morphology	zoek.pl?lemma=Morpheme-based+morphology&lemmacode=563	MORPHOLOGY
	Morphemic Tier Hypothesis (MTH)	zoek.pl?lemma=Morphemic+Tier+Hypothesis+(MTH)&lemmacode=565	PHONOLOGY/MORPHOLOGY
	Morpholexical rule	zoek.pl?lemma=Morpholexical+rule&lemmacode=566	SYNTAX
	Morphological component	zoek.pl?lemma=Morphological+component&lemmacode=567	GENERAL
	Morphological object	zoek.pl?lemma=Morphological+object&lemmacode=568	MORPHOLOGY
	Morphological Transformation Prohibition (MTP)	zoek.pl?lemma=Morphological+Transformation+Prohibition+(MTP)&lemmacode=569	MORPHOLOGY
	Motor theory	zoek.pl?lemma=Motor+theory&lemmacode=1503	PHONETICS
	Move alpha	zoek.pl?lemma=Move+alpha&lemmacode=570	SYNTAX
	Movement	zoek.pl?lemma=Movement&lemmacode=571	SYNTAX
M-selection: see	S-selection	zoek.pl?lemma=S-selection	SYNTAX
	Multiple question	zoek.pl?lemma=Multiple+question&lemmacode=573	SYNTAX
	Multiple wh-fronting	zoek.pl?lemma=Multiple+wh-fronting&lemmacode=1429	SYNTAX
	Mutation	zoek.pl?lemma=Mutation&lemmacode=574	PHONOLOGY/MORPHOLOGY
Mutative: see	Inchoative	zoek.pl?lemma=Inchoative	MORPHOLOGY/SEMANTICS
	Name	zoek.pl?lemma=Name&lemmacode=484	SEMANTICS
	Name	zoek.pl?lemma=Name&lemmacode=484	SYNTAX
Narrow focus: see	Focus	zoek.pl?lemma=Focus	SYNTAX
Narrow focus: see	Focus	zoek.pl?lemma=Focus	PHONETICS
	Narrow scope	zoek.pl?lemma=Narrow+scope&lemmacode=485	SEMANTICS
Narrowband: see	Spectrogram	zoek.pl?lemma=Spectrogram	PHONETICS
	Nasal	zoek.pl?lemma=Nasal&lemmacode=486	PHONOLOGY/PHONETICS
	Nasalization	zoek.pl?lemma=Nasalization&lemmacode=487	PHONOLOGY/PHONETICS
Nasalized: see	Nasalization	zoek.pl?lemma=Nasalization	PHONOLOGY/PHONETICS
	Natural Morphology	zoek.pl?lemma=Natural+Morphology&lemmacode=488	MORPHOLOGY
	N-bar deletion	zoek.pl?lemma=N-bar+deletion&lemmacode=489	SYNTAX
	Necessary truth	zoek.pl?lemma=Necessary+truth&lemmacode=490	SEMANTICS
	Negation	zoek.pl?lemma=Negation&lemmacode=491	SEMANTICS
	Negative polarity item	zoek.pl?lemma=Negative+polarity+item&lemmacode=492	SEMANTICS
	Negative raising	zoek.pl?lemma=Negative+raising&lemmacode=1681	SYNTAX
Negative strong: see	Strength	zoek.pl?lemma=Strength	SEMANTICS
Neg-raising: see	Negative raising	zoek.pl?lemma=Negative+raising	SYNTAX
	Neutralization	zoek.pl?lemma=Neutralization&lemmacode=494	PHONOLOGY
	No Vacuous Application Principle (NVAP)	zoek.pl?lemma=No+Vacuous+Application+Principle+(NVAP)&lemmacode=495	MORPHOLOGY
No-Crossing Constraint: see	Well-Formedness Condition	zoek.pl?lemma=Well-Formedness+Condition	PHONOLOGY
Node: see	Tree structure	zoek.pl?lemma=Tree+structure	SYNTAX
	Noise	zoek.pl?lemma=Noise&lemmacode=1244	PHONETICS
	Nominalization	zoek.pl?lemma=Nominalization&lemmacode=497	SYNTAX
	Nominalization	zoek.pl?lemma=Nominalization&lemmacode=497	MORPHOLOGY
	Non-argument	zoek.pl?lemma=Non-argument&lemmacode=498	SYNTAX
Non-argument position: see	A-position	zoek.pl?lemma=A-position	SYNTAX
	Nonconcatenative morphology	zoek.pl?lemma=Nonconcatenative+morphology&lemmacode=500	MORPHOLOGY
	Non-configurational language	zoek.pl?lemma=Non-configurational+language&lemmacode=501	GENERAL
Non-factive predicate: see	factive predicate	zoek.pl?lemma=factive+predicate	SYNTAX/SEMANTICS
	Non-linear morphology	zoek.pl?lemma=Non-linear+morphology&lemmacode=503	MORPHOLOGY
Non-maximal chain: see	Chain	zoek.pl?lemma=Chain	SYNTAX
Nonreferential noun phrase: see	Referential noun phrase	zoek.pl?lemma=Referential+noun+phrase	SEMANTICS
Nonrestrictive relative clause: see	Restrictive relative clause	zoek.pl?lemma=Restrictive+relative+clause	GENERAL
Nonspecific reading: see	Specific reading	zoek.pl?lemma=Specific+reading	SEMANTICS
	No-Phrase Constraint	zoek.pl?lemma=No-Phrase+Constraint&lemmacode=508	MORPHOLOGY
	Noun (N)	zoek.pl?lemma=Noun+(N)&lemmacode=509	GENERAL
Noun Incorporation: see	Incorporation	zoek.pl?lemma=Incorporation	MORPHOLOGY/SYNTAX
N-place predicate: see	Arity	zoek.pl?lemma=Arity	SEMANTICS
	NP-movement	zoek.pl?lemma=NP-movement&lemmacode=512	SYNTAX
	NP-trace	zoek.pl?lemma=NP-trace&lemmacode=513	SYNTAX
	Nucleus	zoek.pl?lemma=Nucleus&lemmacode=514	PHONOLOGY
	Null affixation	zoek.pl?lemma=Null+affixation&lemmacode=515	MORPHOLOGY
	Null Case	zoek.pl?lemma=Null+Case&lemmacode=516	SYNTAX
	Null Morpheme	zoek.pl?lemma=Null+Morpheme&lemmacode=517	MORPHOLOGY
	Number	zoek.pl?lemma=Number&lemmacode=518	SYNTAX
Number-theoretic tree: see	Tree of numbers	zoek.pl?lemma=Tree+of+numbers	SEMANTICS
	Numeration	zoek.pl?lemma=Numeration&lemmacode=1518	SYNTAX
	Nyquist frequency	zoek.pl?lemma=Nyquist+frequency&lemmacode=1543	PHONETICS
	Object	zoek.pl?lemma=Object&lemmacode=462	SYNTAX
	Object control verb	zoek.pl?lemma=Object+control+verb&lemmacode=463	SYNTAX
Object language: see	Meta language	zoek.pl?lemma=Meta+language	SEMANTICS
	Oblique case	zoek.pl?lemma=Oblique+case&lemmacode=465	SYNTAX
Oblique context: see	Opaque context	zoek.pl?lemma=Opaque+context	SEMANTICS
	Obstruent	zoek.pl?lemma=Obstruent&lemmacode=467	PHONOLOGY/PHONETICS
Occlusive: see	Plosive	zoek.pl?lemma=Plosive	PHONOLOGY/PHONETICS
	Octave	zoek.pl?lemma=Octave&lemmacode=1245	PHONETICS
	Oddity discrimination	zoek.pl?lemma=Oddity+discrimination&lemmacode=1246	PHONETICS
	Off-glide	zoek.pl?lemma=Off-glide&lemmacode=1247	PHONETICS
	Off-line	zoek.pl?lemma=Off-line&lemmacode=1249	PHONETICS
	Of-insertion	zoek.pl?lemma=Of-insertion&lemmacode=469	SYNTAX
	One-affix-one-rule hypothesis	zoek.pl?lemma=One-affix-one-rule+hypothesis&lemmacode=470	MORPHOLOGY
One-place predicate: see	Arity	zoek.pl?lemma=Arity	SEMANTICS
	On-glide	zoek.pl?lemma=On-glide&lemmacode=1248	PHONETICS
	On-line	zoek.pl?lemma=On-line&lemmacode=1250	PHONETICS
	Onset	zoek.pl?lemma=Onset&lemmacode=1611	PHONOLOGY
	Opacity Condition	zoek.pl?lemma=Opacity+Condition&lemmacode=472	SYNTAX
	Opaque context	zoek.pl?lemma=Opaque+context&lemmacode=473	SEMANTICS
	Open Quotient	zoek.pl?lemma=Open+Quotient&lemmacode=1251	PHONETICS
	Open syllable	zoek.pl?lemma=Open+syllable&lemmacode=474	PHONOLOGY
	Open time	zoek.pl?lemma=Open+time&lemmacode=1403	PHONETICS
	Operator	zoek.pl?lemma=Operator&lemmacode=475	SYNTAX
	Operator	zoek.pl?lemma=Operator&lemmacode=475	SEMANTICS
	Operator binding	zoek.pl?lemma=Operator+binding&lemmacode=476	SYNTAX
	Oral	zoek.pl?lemma=Oral&lemmacode=477	PHONOLOGY
Ordering hypothesis: see	Level ordering Hypothesis	zoek.pl?lemma=Level+ordering+Hypothesis	MORPHOLOGY
	Organ of Corti	zoek.pl?lemma=Organ+of+Corti&lemmacode=1252	PHONETICS
	Oscillogram	zoek.pl?lemma=Oscillogram&lemmacode=1253	PHONETICS
	Overgeneration	zoek.pl?lemma=Overgeneration&lemmacode=479	MORPHOLOGY
	Overlapping reference	zoek.pl?lemma=Overlapping+reference&lemmacode=480	SYNTAX
Overt syntax: see	Covert syntax	zoek.pl?lemma=Covert+syntax	SYNTAX
	Overtone singing	zoek.pl?lemma=Overtone+singing&lemmacode=1557	PHONETICS
Overtones: see	Harmonics	zoek.pl?lemma=Harmonics	PHONETICS
	Palatal	zoek.pl?lemma=Palatal&lemmacode=371	PHONOLOGY/PHONETICS
	Palatalization	zoek.pl?lemma=Palatalization&lemmacode=372	PHONOLOGY/PHONETICS
	Palate	zoek.pl?lemma=Palate&lemmacode=1255	PHONETICS
	Paradigm	zoek.pl?lemma=Paradigm&lemmacode=373	MORPHOLOGY
Parafix: see	Transfer	zoek.pl?lemma=Transfer	PHONOLOGY/MORPHOLOGY
	Parallel morphology	zoek.pl?lemma=Parallel+morphology&lemmacode=375	MORPHOLOGY
	Parameter	zoek.pl?lemma=Parameter&lemmacode=376	GENERAL
	Parasitic gap	zoek.pl?lemma=Parasitic+gap&lemmacode=377	SYNTAX
	Parasynthesis	zoek.pl?lemma=Parasynthesis&lemmacode=378	MORPHOLOGY
	PARR	zoek.pl?lemma=PARR&lemmacode=379	SYNTAX/SEMANTICS
Partial suppletion: see	Suppletion	zoek.pl?lemma=Suppletion	MORPHOLOGY
	Participle	zoek.pl?lemma=Participle&lemmacode=381	GENERAL
	Particle	zoek.pl?lemma=Particle&lemmacode=382	GENERAL
	Partitive case	zoek.pl?lemma=Partitive+case&lemmacode=383	SYNTAX
	Passive	zoek.pl?lemma=Passive&lemmacode=384	SYNTAX
Passivization: see	Passive	zoek.pl?lemma=Passive	SYNTAX
	Path	zoek.pl?lemma=Path&lemmacode=385	GENERAL
	Path Containment Condition	zoek.pl?lemma=Path+Containment+Condition&lemmacode=386	SYNTAX
	Patient	zoek.pl?lemma=Patient&lemmacode=387	MORPHOLOGY/SYNTAX
	Pattern Playback	zoek.pl?lemma=Pattern+Playback&lemmacode=1256	PHONETICS
Percolation: see	Feature Percolation	zoek.pl?lemma=Feature+Percolation	MORPHOLOGY
Perfective: see	Aspect	zoek.pl?lemma=Aspect	SEMANTICS
	Performative	zoek.pl?lemma=Performative&lemmacode=390	SEMANTICS
	Performative hypothesis	zoek.pl?lemma=Performative+hypothesis&lemmacode=391	SEMANTICS
	Periodic	zoek.pl?lemma=Periodic&lemmacode=1257	PHONETICS
Perlocutionary act: see	Speech act	zoek.pl?lemma=Speech+act	SEMANTICS
	Permanent lexicon	zoek.pl?lemma=Permanent+lexicon&lemmacode=394	MORPHOLOGY
	Persevatory assimilation	zoek.pl?lemma=Persevatory+assimilation&lemmacode=1258	PHONOLOGY/PHONETICS
Persistence: see	Left upward monotonicity	zoek.pl?lemma=Left+upward+monotonicity	SEMANTICS
	Perturbation	zoek.pl?lemma=Perturbation&lemmacode=1383	PHONETICS
	Perturbation theory	zoek.pl?lemma=Perturbation+theory&lemmacode=1549	PHONETICS
	PF	zoek.pl?lemma=PF&lemmacode=396	GENERAL
	Pharyngeal	zoek.pl?lemma=Pharyngeal&lemmacode=397	PHONOLOGY/PHONETICS
	Pharynx	zoek.pl?lemma=Pharynx&lemmacode=1421	PHONETICS
	Phase	zoek.pl?lemma=Phase&lemmacode=1536	SYNTAX
	Phase locking	zoek.pl?lemma=Phase+locking&lemmacode=1259	PHONETICS
	Phi-features	zoek.pl?lemma=Phi-features&lemmacode=398	GENERAL
	Phonation	zoek.pl?lemma=Phonation&lemmacode=1260	PHONETICS
	Phoneme	zoek.pl?lemma=Phoneme&lemmacode=399	PHONOLOGY
	Phoneme restoration	zoek.pl?lemma=Phoneme+restoration&lemmacode=1261	PHONETICS
	Phonetogram	zoek.pl?lemma=Phonetogram&lemmacode=1262	PHONETICS
Phonetograph: see	Phonetogram	zoek.pl?lemma=Phonetogram	PHONETICS
Phonological feature: see	Feature	zoek.pl?lemma=Feature	PHONOLOGY
Phonological feature: see	Feature	zoek.pl?lemma=Feature	SYNTAX
	Phrasal affix	zoek.pl?lemma=Phrasal+affix&lemmacode=401	MORPHOLOGY
Phrase: see	Constituent	zoek.pl?lemma=Constituent	SYNTAX
Phrase marker (P-marker): see	Tree structure	zoek.pl?lemma=Tree+structure	SYNTAX
	Phrase structure	zoek.pl?lemma=Phrase+structure&lemmacode=404	SYNTAX
	Phrase structure rules	zoek.pl?lemma=Phrase+structure+rules&lemmacode=405	SYNTAX
	Picture noun	zoek.pl?lemma=Picture+noun&lemmacode=406	SYNTAX
	Pied piping	zoek.pl?lemma=Pied+piping&lemmacode=407	SYNTAX
Pied-piped: see	Pied piping	zoek.pl?lemma=Pied+piping	SYNTAX
	Pitch	zoek.pl?lemma=Pitch&lemmacode=1264	PHONETICS
Plane: see	Tier	zoek.pl?lemma=Tier	PHONOLOGY/MORPHOLOGY
Plane: see	Tier	zoek.pl?lemma=Tier	SYNTAX/SEMANTICS
Plane Conflation: see	Tier Conflation	zoek.pl?lemma=Tier+Conflation	PHONOLOGY/MORPHOLOGY
	Plosive	zoek.pl?lemma=Plosive&lemmacode=410	PHONOLOGY/PHONETICS
	Pluralia tantum	zoek.pl?lemma=Pluralia+tantum&lemmacode=411	MORPHOLOGY
	Pole	zoek.pl?lemma=Pole&lemmacode=1385	PHONETICS
	Polyfunctionality	zoek.pl?lemma=Polyfunctionality&lemmacode=412	MORPHOLOGY
	Polysemy	zoek.pl?lemma=Polysemy&lemmacode=413	MORPHOLOGY
	Polysemy	zoek.pl?lemma=Polysemy&lemmacode=413	SEMANTICS
	Polysyllabic	zoek.pl?lemma=Polysyllabic&lemmacode=414	PHONOLOGY
	Polysynthetic language	zoek.pl?lemma=Polysynthetic+language&lemmacode=415	MORPHOLOGY
	Portmanteau	zoek.pl?lemma=Portmanteau&lemmacode=416	MORPHOLOGY
	Positive	zoek.pl?lemma=Positive&lemmacode=417	MORPHOLOGY
Positive polarity item: see	Negative polarity item	zoek.pl?lemma=Negative+polarity+item	SEMANTICS
Positive strong: see	Strength	zoek.pl?lemma=Strength	SEMANTICS
	Potential lexicon	zoek.pl?lemma=Potential+lexicon&lemmacode=420	MORPHOLOGY
Power spectrum: see	spectrum	zoek.pl?lemma=spectrum	PHONETICS
Pragmatic theory: see	Meaning theories	zoek.pl?lemma=Meaning+theories	SEMANTICS
	Precedence	zoek.pl?lemma=Precedence&lemmacode=422	SYNTAX
	Predicate	zoek.pl?lemma=Predicate&lemmacode=423	SEMANTICS
	Predicate constant	zoek.pl?lemma=Predicate+constant&lemmacode=424	SEMANTICS
	Predicate logic	zoek.pl?lemma=Predicate+logic&lemmacode=425	SEMANTICS
	Predicate-argument structure	zoek.pl?lemma=Predicate-argument+structure&lemmacode=426	SYNTAX
	Predicate-argument structure	zoek.pl?lemma=Predicate-argument+structure&lemmacode=426	MORPHOLOGY
	Predication	zoek.pl?lemma=Predication&lemmacode=427	SYNTAX
	Predicative noun phrase	zoek.pl?lemma=Predicative+noun+phrase&lemmacode=428	SYNTAX
	Predicator	zoek.pl?lemma=Predicator&lemmacode=429	SYNTAX
	Prefix	zoek.pl?lemma=Prefix&lemmacode=430	MORPHOLOGY
