Crossed Binding: see	Bach-Peters paradox	zoek.pl?lemma=Bach-Peters+paradox	SYNTAX
Crossing: see	Bach-Peters paradox	zoek.pl?lemma=Bach-Peters+paradox	SYNTAX
	Crossmodal semantic priming	zoek.pl?lemma=Crossmodal+semantic+priming&lemmacode=1159	PHONETICS
	Crossover	zoek.pl?lemma=Crossover&lemmacode=954	SYNTAX
CSC: see	Coordinate Structure Constraint	zoek.pl?lemma=Coordinate+Structure+Constraint	SYNTAX
C-selection: see	S-selection	zoek.pl?lemma=S-selection	SYNTAX
	Cumulative reference	zoek.pl?lemma=Cumulative+reference&lemmacode=956	SEMANTICS
	Cyclic domain	zoek.pl?lemma=Cyclic+domain&lemmacode=957	PHONOLOGY/MORPHOLOGY
	Cyclicity	zoek.pl?lemma=Cyclicity&lemmacode=958	SYNTAX
	Cyclicity	zoek.pl?lemma=Cyclicity&lemmacode=958	PHONOLOGY
DAF: see	Delayed Auditory Feedback	zoek.pl?lemma=Delayed+Auditory+Feedback	PHONETICS
	Damping	zoek.pl?lemma=Damping&lemmacode=1554	PHONETICS
Daughter-of: see	Dominance	zoek.pl?lemma=Dominance	SYNTAX
	dB	zoek.pl?lemma=dB&lemmacode=1160	PHONETICS
Decibel: see	dB	zoek.pl?lemma=dB	PHONETICS
	Declarative sentence	zoek.pl?lemma=Declarative+sentence&lemmacode=1056	SEMANTICS
	Declension	zoek.pl?lemma=Declension&lemmacode=1057	MORPHOLOGY
	Declination	zoek.pl?lemma=Declination&lemmacode=1162	PHONETICS
Decomposition of word meaning: see	Componential analysis	zoek.pl?lemma=Componential+analysis	SEMANTICS
	Deep-Structure	zoek.pl?lemma=Deep-Structure&lemmacode=1059	SYNTAX
	Defective paradigm	zoek.pl?lemma=Defective+paradigm&lemmacode=1060	MORPHOLOGY
Definite article: see	Determiner	zoek.pl?lemma=Determiner	SYNTAX
Definite article: see	Determiner	zoek.pl?lemma=Determiner	SEMANTICS
	Definite description	zoek.pl?lemma=Definite+description&lemmacode=1062	SEMANTICS
Definiteness effect: see	Definiteness restriction	zoek.pl?lemma=Definiteness+restriction	SYNTAX/SEMANTICS
	Definiteness restriction	zoek.pl?lemma=Definiteness+restriction&lemmacode=1064	SYNTAX/SEMANTICS
Defooting: see	Destressing	zoek.pl?lemma=Destressing	PHONOLOGY
	Degemination	zoek.pl?lemma=Degemination&lemmacode=1375	PHONETICS
	Deictic pronoun	zoek.pl?lemma=Deictic+pronoun&lemmacode=1066	SYNTAX/SEMANTICS
	Deixis	zoek.pl?lemma=Deixis&lemmacode=1067	GENERAL
	Delayed Auditory Feedback	zoek.pl?lemma=Delayed+Auditory+Feedback&lemmacode=1499	PHONETICS
	Deletion	zoek.pl?lemma=Deletion&lemmacode=1068	SYNTAX
Deletion in COMP: see	Complementizer deletion	zoek.pl?lemma=Complementizer+deletion	SYNTAX
Demonstratives: see	Deixis	zoek.pl?lemma=Deixis	GENERAL
	Demotion	zoek.pl?lemma=Demotion&lemmacode=1071	MORPHOLOGY/SYNTAX
	Denotation	zoek.pl?lemma=Denotation&lemmacode=1072	SEMANTICS
Denotational theory: see	Meaning theories	zoek.pl?lemma=Meaning+theories	SEMANTICS
Denotatum: see	Denotation	zoek.pl?lemma=Denotation	SEMANTICS
	Dental	zoek.pl?lemma=Dental&lemmacode=1075	PHONOLOGY/PHONETICS
	Derivation	zoek.pl?lemma=Derivation&lemmacode=1076	MORPHOLOGY
	Derivation	zoek.pl?lemma=Derivation&lemmacode=1076	SYNTAX
	Derivation	zoek.pl?lemma=Derivation&lemmacode=1076	PHONOLOGY
	Designated terminal element	zoek.pl?lemma=Designated+terminal+element&lemmacode=1077	PHONOLOGY
	Destressing	zoek.pl?lemma=Destressing&lemmacode=1078	PHONOLOGY
	Determiner	zoek.pl?lemma=Determiner&lemmacode=1079	SYNTAX
	Determiner	zoek.pl?lemma=Determiner&lemmacode=1079	SEMANTICS
	Diacritic	zoek.pl?lemma=Diacritic&lemmacode=1163	PHONOLOGY/PHONETICS
	Diacritic feature	zoek.pl?lemma=Diacritic+feature&lemmacode=1080	MORPHOLOGY
	Dialogue system	zoek.pl?lemma=Dialogue+system&lemmacode=1377	PHONETICS
	Dichotic listening	zoek.pl?lemma=Dichotic+listening&lemmacode=1164	PHONETICS
	Diminutive	zoek.pl?lemma=Diminutive&lemmacode=1081	MORPHOLOGY
	Diotic	zoek.pl?lemma=Diotic&lemmacode=1404	PHONETICS
	Diphone	zoek.pl?lemma=Diphone&lemmacode=1165	PHONETICS
	Diphthong	zoek.pl?lemma=Diphthong&lemmacode=1082	PHONOLOGY
	Diphthongization	zoek.pl?lemma=Diphthongization&lemmacode=1083	PHONOLOGY
Discontinuous affix: see	Circumfix	zoek.pl?lemma=Circumfix	MORPHOLOGY
	Discontinuous constituent	zoek.pl?lemma=Discontinuous+constituent&lemmacode=1085	GENERAL
	Disjoint reference	zoek.pl?lemma=Disjoint+reference&lemmacode=1086	SYNTAX
	Disjunction	zoek.pl?lemma=Disjunction&lemmacode=1087	SEMANTICS
	Disjunctive ordering	zoek.pl?lemma=Disjunctive+ordering&lemmacode=1088	PHONOLOGY
	Dispersion	zoek.pl?lemma=Dispersion&lemmacode=1552	PHONOLOGY/PHONETICS
	Distributive predicate	zoek.pl?lemma=Distributive+predicate&lemmacode=1089	SEMANTICS
	Domain	zoek.pl?lemma=Domain&lemmacode=1090	SYNTAX
Domain of discourse: see	Universe of discourse	zoek.pl?lemma=Universe+of+discourse	SEMANTICS
	Dominance	zoek.pl?lemma=Dominance&lemmacode=1092	SYNTAX
Dominate: see	Dominance	zoek.pl?lemma=Dominance	SYNTAX
	Donkey anaphora	zoek.pl?lemma=Donkey+anaphora&lemmacode=1094	SYNTAX/SEMANTICS
Dorsal: see	Velar	zoek.pl?lemma=Velar	PHONOLOGY/PHONETICS
	Double object construction	zoek.pl?lemma=Double+object+construction&lemmacode=1096	SYNTAX
	Doubly-filled COMP Filter	zoek.pl?lemma=Doubly-filled+COMP+Filter&lemmacode=1097	SYNTAX
	Downstep	zoek.pl?lemma=Downstep&lemmacode=1166	PHONETICS
	Downward monotonicity	zoek.pl?lemma=Downward+monotonicity&lemmacode=1098	SEMANTICS
	DP	zoek.pl?lemma=DP&lemmacode=1099	SYNTAX
	D-structure	zoek.pl?lemma=D-structure&lemmacode=1100	SYNTAX
	Dual	zoek.pl?lemma=Dual&lemmacode=1101	SEMANTICS
Durative aspect: see	Aspectual classes	zoek.pl?lemma=Aspectual+classes	SEMANTICS
	Dvanda compound	zoek.pl?lemma=Dvanda+compound&lemmacode=1103	MORPHOLOGY
	Dynamic time warping	zoek.pl?lemma=Dynamic+time+warping&lemmacode=1378	PHONETICS
	Echo question	zoek.pl?lemma=Echo+question&lemmacode=770	SYNTAX
ECM: see	Exceptional Case Marking	zoek.pl?lemma=Exceptional+Case+Marking	SYNTAX
ECP: see	Empty category principle	zoek.pl?lemma=Empty+category+principle	SYNTAX
Egressive: see	airstream mechanisms	zoek.pl?lemma=airstream+mechanisms	PHONETICS
	Ejective	zoek.pl?lemma=Ejective&lemmacode=772	PHONOLOGY/PHONETICS
	Electroglottography	zoek.pl?lemma=Electroglottography&lemmacode=1170	PHONETICS
	Electrolaryngography	zoek.pl?lemma=Electrolaryngography&lemmacode=1171	PHONETICS
	Electropalatography	zoek.pl?lemma=Electropalatography&lemmacode=1172	PHONETICS
	Elision	zoek.pl?lemma=Elision&lemmacode=1173	PHONOLOGY/PHONETICS
	Empty Category	zoek.pl?lemma=Empty+Category&lemmacode=773	SYNTAX
	Empty Category Principle	zoek.pl?lemma=Empty+Category+Principle&lemmacode=774	SYNTAX
	Empty operator	zoek.pl?lemma=Empty+operator&lemmacode=775	SYNTAX
Enclitic: see	Clitic	zoek.pl?lemma=Clitic	MORPHOLOGY/SYNTAX
	End rule	zoek.pl?lemma=End+rule&lemmacode=777	PHONOLOGY
	Endocentric compound	zoek.pl?lemma=Endocentric+compound&lemmacode=778	MORPHOLOGY
Energy: see	Intensity	zoek.pl?lemma=Intensity	PHONETICS
	Epenthesis	zoek.pl?lemma=Epenthesis&lemmacode=779	PHONOLOGY
	Epiglottis	zoek.pl?lemma=Epiglottis&lemmacode=1176	PHONETICS
Epistemic modal: see	Modal	zoek.pl?lemma=Modal	SYNTAX
Epithet: see	Anaphoric epithet	zoek.pl?lemma=Anaphoric+epithet	SYNTAX
EPP: see	Extended Projection Principle	zoek.pl?lemma=Extended+Projection+Principle	SYNTAX
	EPP-feature	zoek.pl?lemma=EPP-feature&lemmacode=1534	SYNTAX
	Equi NP deletion	zoek.pl?lemma=Equi+NP+deletion&lemmacode=782	SYNTAX
	Equivalence	zoek.pl?lemma=Equivalence&lemmacode=783	SEMANTICS
	ERB	zoek.pl?lemma=ERB&lemmacode=1361	PHONETICS
	ERB scale	zoek.pl?lemma=ERB+scale&lemmacode=1362	PHONETICS
	Ergative pattern	zoek.pl?lemma=Ergative+pattern&lemmacode=784	SYNTAX
Ergative verb: see	Unaccusative verb	zoek.pl?lemma=Unaccusative+verb	GENERAL
Ergative verb: see	Unaccusative verb	zoek.pl?lemma=Unaccusative+verb	SYNTAX
	Escape hatch	zoek.pl?lemma=Escape+hatch&lemmacode=786	SYNTAX
	Esophageal speech	zoek.pl?lemma=Esophageal+speech&lemmacode=1177	PHONETICS
	EST	zoek.pl?lemma=EST&lemmacode=787	GENERAL
Event: see	Aspectual classes	zoek.pl?lemma=Aspectual+classes	SEMANTICS
	Event time	zoek.pl?lemma=Event+time&lemmacode=789	SEMANTICS
	Exceptional Case Marking	zoek.pl?lemma=Exceptional+Case+Marking&lemmacode=790	SYNTAX
Exclude: see	Exclusion	zoek.pl?lemma=Exclusion	SYNTAX
	Exclusion	zoek.pl?lemma=Exclusion&lemmacode=791	SYNTAX
Existence: see	Uniqueness	zoek.pl?lemma=Uniqueness	SEMANTICS
	Existential interpretation	zoek.pl?lemma=Existential+interpretation&lemmacode=793	SEMANTICS
	Existential quantifier	zoek.pl?lemma=Existential+quantifier&lemmacode=794	SYNTAX
Existential sentence: see	There-insertion	zoek.pl?lemma=There-insertion	SYNTAX
	Exocentric Compound	zoek.pl?lemma=Exocentric+Compound&lemmacode=796	MORPHOLOGY
	Experiencer	zoek.pl?lemma=Experiencer&lemmacode=797	SYNTAX
Experiencer verb: see	Psych-verb	zoek.pl?lemma=Psych-verb	SYNTAX
	Expletive	zoek.pl?lemma=Expletive&lemmacode=799	SYNTAX
	Extended Level Ordering Hypothesis	zoek.pl?lemma=Extended+Level+Ordering+Hypothesis&lemmacode=800	MORPHOLOGY
	Extended Projection Principle	zoek.pl?lemma=Extended+Projection+Principle&lemmacode=801	SYNTAX
Extended Standard Theory: see	EST	zoek.pl?lemma=EST	GENERAL
	Extension	zoek.pl?lemma=Extension&lemmacode=803	SYNTAX
	Extension requirement	zoek.pl?lemma=Extension+requirement&lemmacode=804	SYNTAX
Extension vowel: see	Theme vowel	zoek.pl?lemma=Theme+vowel	MORPHOLOGY
	Extension, verbal	zoek.pl?lemma=Extension,+verbal&lemmacode=1640	MORPHOLOGY
	Extensional adjective	zoek.pl?lemma=Extensional+adjective&lemmacode=806	SEMANTICS
	External argument	zoek.pl?lemma=External+argument&lemmacode=807	SYNTAX
	External negation	zoek.pl?lemma=External+negation&lemmacode=808	SEMANTICS
	External theta-role	zoek.pl?lemma=External+theta-role&lemmacode=809	SYNTAX
	Extrametrical	zoek.pl?lemma=Extrametrical&lemmacode=23	PHONOLOGY
extraposed: see	Extraposition	zoek.pl?lemma=Extraposition	SYNTAX
	Extraposition	zoek.pl?lemma=Extraposition&lemmacode=811	SYNTAX
	Extrinsic allophone	zoek.pl?lemma=Extrinsic+allophone&lemmacode=1178	PHONETICS
	Factive predicate	zoek.pl?lemma=Factive+predicate&lemmacode=739	SYNTAX/SEMANTICS
	False vocal folds	zoek.pl?lemma=False+vocal+folds&lemmacode=1380	PHONETICS
	Falsetto	zoek.pl?lemma=Falsetto&lemmacode=1179	PHONETICS
Fatigue: see	Adaptation	zoek.pl?lemma=Adaptation	PHONETICS
	Feature	zoek.pl?lemma=Feature&lemmacode=740	PHONOLOGY
	Feature	zoek.pl?lemma=Feature&lemmacode=740	SYNTAX
Feature analysis: see	X-bar theory	zoek.pl?lemma=X-bar+theory	SYNTAX
	Feature checking	zoek.pl?lemma=Feature+checking&lemmacode=742	SYNTAX
	Feature matrix	zoek.pl?lemma=Feature+matrix&lemmacode=743	PHONOLOGY
	Feature Percolation	zoek.pl?lemma=Feature+Percolation&lemmacode=744	MORPHOLOGY
	Feature Percolation Conventions	zoek.pl?lemma=Feature+Percolation+Conventions&lemmacode=745	MORPHOLOGY
	Feedback	zoek.pl?lemma=Feedback&lemmacode=1181	PHONETICS
Feet: see	foot	zoek.pl?lemma=foot	PHONOLOGY
	Felicity condition	zoek.pl?lemma=Felicity+condition&lemmacode=746	SEMANTICS
	Fewest Steps	zoek.pl?lemma=Fewest+Steps&lemmacode=1532	SYNTAX
	Filter	zoek.pl?lemma=Filter&lemmacode=747	SEMANTICS
	Filter	zoek.pl?lemma=Filter&lemmacode=747	PHONETICS
	Filter slope	zoek.pl?lemma=Filter+slope&lemmacode=1541	PHONETICS
	Final lengthening	zoek.pl?lemma=Final+lengthening&lemmacode=1186	PHONETICS
	First Order Projection Condition	zoek.pl?lemma=First+Order+Projection+Condition&lemmacode=748	MORPHOLOGY
	First Sister Principle	zoek.pl?lemma=First+Sister+Principle&lemmacode=749	MORPHOLOGY
	Fixed-context assumption	zoek.pl?lemma=Fixed-context+assumption&lemmacode=750	SEMANTICS
	Flap	zoek.pl?lemma=Flap&lemmacode=751	PHONOLOGY/PHONETICS
	Floating quantifier	zoek.pl?lemma=Floating+quantifier&lemmacode=752	SYNTAX
	Focus	zoek.pl?lemma=Focus&lemmacode=753	SYNTAX
	Focus	zoek.pl?lemma=Focus&lemmacode=753	PHONETICS
	Foot	zoek.pl?lemma=Foot&lemmacode=754	PHONOLOGY
	Forensic phonetics	zoek.pl?lemma=Forensic+phonetics&lemmacode=1190	PHONETICS
	Formant	zoek.pl?lemma=Formant&lemmacode=1191	PHONETICS
	Formant bandwidth	zoek.pl?lemma=Formant+bandwidth&lemmacode=1194	PHONETICS
	Formant filter	zoek.pl?lemma=Formant+filter&lemmacode=1193	PHONETICS
	Formant synthesis	zoek.pl?lemma=Formant+synthesis&lemmacode=1195	PHONETICS
	Formant track	zoek.pl?lemma=Formant+track&lemmacode=1196	PHONETICS
	Formant transition	zoek.pl?lemma=Formant+transition&lemmacode=1192	PHONETICS
	Formula	zoek.pl?lemma=Formula&lemmacode=755	SEMANTICS
	Fourier theorem	zoek.pl?lemma=Fourier+theorem&lemmacode=1197	PHONETICS
	Free	zoek.pl?lemma=Free&lemmacode=756	SYNTAX
	Free morpheme	zoek.pl?lemma=Free+morpheme&lemmacode=757	MORPHOLOGY
	Free relative	zoek.pl?lemma=Free+relative&lemmacode=758	SYNTAX
Free variable: see	Binding	zoek.pl?lemma=Binding	SYNTAX
Free variable: see	Binding	zoek.pl?lemma=Binding	SEMANTICS
	Frequency	zoek.pl?lemma=Frequency&lemmacode=1198	PHONETICS
	Frequency component	zoek.pl?lemma=Frequency+component&lemmacode=1199	PHONETICS
	Fricative	zoek.pl?lemma=Fricative&lemmacode=760	PHONOLOGY/PHONETICS
	Front-end	zoek.pl?lemma=Front-end&lemmacode=1415	PHONETICS
	Frozen Structure Constraint	zoek.pl?lemma=Frozen+Structure+Constraint&lemmacode=761	SYNTAX
	Fuckin' insertion	zoek.pl?lemma=Fuckin'+insertion&lemmacode=762	SYNTAX
	Full Interpretation	zoek.pl?lemma=Full+Interpretation&lemmacode=763	SYNTAX
	Function Chain	zoek.pl?lemma=Function+Chain&lemmacode=764	SYNTAX
	Function composition	zoek.pl?lemma=Function+composition&lemmacode=765	MORPHOLOGY
	Functional Projection	zoek.pl?lemma=Functional+Projection&lemmacode=766	SYNTAX
Functional shift: see	Conversion	zoek.pl?lemma=Conversion	MORPHOLOGY
	Functor	zoek.pl?lemma=Functor&lemmacode=768	MORPHOLOGY
	Fundamental frequency	zoek.pl?lemma=Fundamental+frequency&lemmacode=1342	PHONETICS
	Fusional morphology	zoek.pl?lemma=Fusional+morphology&lemmacode=769	MORPHOLOGY
	Gamma-marking	zoek.pl?lemma=Gamma-marking&lemmacode=713	SYNTAX
	Gapping	zoek.pl?lemma=Gapping&lemmacode=714	SYNTAX
	Gating technique	zoek.pl?lemma=Gating+technique&lemmacode=1200	PHONETICS
	GB	zoek.pl?lemma=GB&lemmacode=715	GENERAL
	Gender	zoek.pl?lemma=Gender&lemmacode=716	MORPHOLOGY
	Generalized Quantifier	zoek.pl?lemma=Generalized+Quantifier&lemmacode=717	SEMANTICS
	Generalized Quantifier Theory	zoek.pl?lemma=Generalized+Quantifier+Theory&lemmacode=718	SEMANTICS
	Generalized Transformation	zoek.pl?lemma=Generalized+Transformation&lemmacode=738	SYNTAX
	Generate	zoek.pl?lemma=Generate&lemmacode=719	GENERAL
	Generative Semantics	zoek.pl?lemma=Generative+Semantics&lemmacode=720	SYNTAX/SEMANTICS
	Generic interpretation	zoek.pl?lemma=Generic+interpretation&lemmacode=721	SEMANTICS
	Gerund	zoek.pl?lemma=Gerund&lemmacode=722	MORPHOLOGY
	Gestural score	zoek.pl?lemma=Gestural+score&lemmacode=1203	PHONETICS
Gesture: see	Articulatory gesture	zoek.pl?lemma=Articulatory+gesture	PHONOLOGY/PHONETICS
GF: see	Grammatical Function	zoek.pl?lemma=Grammatical+Function	SYNTAX
	GF-theta	zoek.pl?lemma=GF-theta&lemmacode=724	SYNTAX
	Glide	zoek.pl?lemma=Glide&lemmacode=725	PHONOLOGY/PHONETICS
	Global economy	zoek.pl?lemma=Global+economy&lemmacode=1526	SYNTAX
	Glottal	zoek.pl?lemma=Glottal&lemmacode=726	PHONOLOGY/PHONETICS
	Glottal friction	zoek.pl?lemma=Glottal+friction&lemmacode=1205	PHONETICS
	Glottal stop	zoek.pl?lemma=Glottal+stop&lemmacode=1206	PHONOLOGY/PHONETICS
	Glottis	zoek.pl?lemma=Glottis&lemmacode=1204	PHONETICS
	Glottograph	zoek.pl?lemma=Glottograph&lemmacode=1207	PHONETICS
	Goal	zoek.pl?lemma=Goal&lemmacode=728	SYNTAX
Govern: see	Government	zoek.pl?lemma=Government	SYNTAX
Governing category: see	Minimal governing category	zoek.pl?lemma=Minimal+governing+category	SYNTAX
	Governing domain	zoek.pl?lemma=Governing+domain&lemmacode=731	SYNTAX
	Government	zoek.pl?lemma=Government&lemmacode=732	SYNTAX
	Governor	zoek.pl?lemma=Governor&lemmacode=733	SYNTAX
GQT: see	Generalized Quantifier Theory	zoek.pl?lemma=Generalized+Quantifier+Theory	SEMANTICS
Gradable antonym: see	Antonymy	zoek.pl?lemma=Antonymy	SEMANTICS
	Grammatical Function	zoek.pl?lemma=Grammatical+Function&lemmacode=736	SYNTAX
	Grapheme-phoneme conversion	zoek.pl?lemma=Grapheme-phoneme+conversion&lemmacode=1208	PHONETICS
	Greed	zoek.pl?lemma=Greed&lemmacode=737	SYNTAX
	Grooved tongue	zoek.pl?lemma=Grooved+tongue&lemmacode=1209	PHONETICS
GT: see	Generalized Transformation	zoek.pl?lemma=Generalized+Transformation	SYNTAX
Hamming window: see	Windowing	zoek.pl?lemma=Windowing	PHONETICS
	H-and-H model	zoek.pl?lemma=H-and-H+model&lemmacode=1416	PHONETICS
	Haplology	zoek.pl?lemma=Haplology&lemmacode=701	MORPHOLOGY
	Harmonics	zoek.pl?lemma=Harmonics&lemmacode=1210	PHONETICS
	Head	zoek.pl?lemma=Head&lemmacode=702	SYNTAX
	Head	zoek.pl?lemma=Head&lemmacode=702	MORPHOLOGY
	Head Movement	zoek.pl?lemma=Head+Movement&lemmacode=703	SYNTAX
	Head Movement Constraint	zoek.pl?lemma=Head+Movement+Constraint&lemmacode=704	SYNTAX
	Heavy-NP shift	zoek.pl?lemma=Heavy-NP+shift&lemmacode=705	SYNTAX
	Hidden Markov Models	zoek.pl?lemma=Hidden+Markov+Models&lemmacode=1211	PHONETICS
	High	zoek.pl?lemma=High&lemmacode=706	PHONOLOGY/PHONETICS
HMC: see	Head Movement Constraint	zoek.pl?lemma=Head+Movement+Constraint	SYNTAX
HMM: see	Hidden Markov Models	zoek.pl?lemma=Hidden+Markov+Models	PHONETICS
	Homonymy	zoek.pl?lemma=Homonymy&lemmacode=707	SEMANTICS
	Homorganic segment	zoek.pl?lemma=Homorganic+segment&lemmacode=708	PHONOLOGY/PHONETICS
	Host	zoek.pl?lemma=Host&lemmacode=709	MORPHOLOGY/SYNTAX
	Hyoid	zoek.pl?lemma=Hyoid&lemmacode=1213	PHONETICS
	Hyper-articulation	zoek.pl?lemma=Hyper-articulation&lemmacode=1401	PHONETICS
	Hyperonymy	zoek.pl?lemma=Hyperonymy&lemmacode=710	SEMANTICS
	Hypo-articulation	zoek.pl?lemma=Hypo-articulation&lemmacode=1402	PHONETICS
	Hyponymy	zoek.pl?lemma=Hyponymy&lemmacode=711	SEMANTICS
Hypostasis: see	Conversion	zoek.pl?lemma=Conversion	MORPHOLOGY
	Ideal	zoek.pl?lemma=Ideal&lemmacode=644	SEMANTICS
	Idiom	zoek.pl?lemma=Idiom&lemmacode=645	GENERAL
	Idiosyncrasy	zoek.pl?lemma=Idiosyncrasy&lemmacode=646	MORPHOLOGY
	Iff	zoek.pl?lemma=Iff&lemmacode=647	SEMANTICS
Illocutionary act: see	Speech act	zoek.pl?lemma=Speech+act	SEMANTICS
	Illocutionary force	zoek.pl?lemma=Illocutionary+force&lemmacode=649	SEMANTICS
Immediate dominance: see	Dominance	zoek.pl?lemma=Dominance	SYNTAX
Immediate precedence: see	Precedence	zoek.pl?lemma=Precedence	SYNTAX
	Imperative	zoek.pl?lemma=Imperative&lemmacode=652	GENERAL
Imperfective: see	Aspect	zoek.pl?lemma=Aspect	SEMANTICS
	Implication	zoek.pl?lemma=Implication&lemmacode=654	SEMANTICS
	Implicature	zoek.pl?lemma=Implicature&lemmacode=1805	SEMANTICS
Implicit transposition: see	Conversion	zoek.pl?lemma=Conversion	MORPHOLOGY
Implosive: see	Airstream mechanisms	zoek.pl?lemma=Airstream+mechanisms	PHONETICS
	Improper movement	zoek.pl?lemma=Improper+movement&lemmacode=656	SYNTAX
Improperness: see	Properness	zoek.pl?lemma=Properness	SEMANTICS
	Inalienable possession	zoek.pl?lemma=Inalienable+possession&lemmacode=658	SEMANTICS
	Inchoative	zoek.pl?lemma=Inchoative&lemmacode=660	MORPHOLOGY/SEMANTICS
Inclination: see	Declination	zoek.pl?lemma=Declination	PHONETICS
Inclusion: see	Dominance	zoek.pl?lemma=Dominance	SYNTAX
	Inclusiveness condition	zoek.pl?lemma=Inclusiveness+condition&lemmacode=1570	GENERAL
	Incorporation	zoek.pl?lemma=Incorporation&lemmacode=662	MORPHOLOGY/SYNTAX
Indefinite article: see	Determiner	zoek.pl?lemma=Determiner	SYNTAX
Indefinite article: see	Determiner	zoek.pl?lemma=Determiner	SEMANTICS
	Index	zoek.pl?lemma=Index&lemmacode=664	GENERAL
Indexicality: see	Deixis	zoek.pl?lemma=Deixis	GENERAL
Indirect context: see	Opaque context	zoek.pl?lemma=Opaque+context	SEMANTICS
	Indirect question	zoek.pl?lemma=Indirect+question&lemmacode=667	GENERAL
	Individual constant	zoek.pl?lemma=Individual+constant&lemmacode=668	SEMANTICS
	Individual term	zoek.pl?lemma=Individual+term&lemmacode=669	SEMANTICS
	Individual variable	zoek.pl?lemma=Individual+variable&lemmacode=670	SEMANTICS
	Infinitivus pro Participio	zoek.pl?lemma=Infinitivus+pro+Participio&lemmacode=671	SYNTAX
	Infix	zoek.pl?lemma=Infix&lemmacode=672	MORPHOLOGY
	INFL	zoek.pl?lemma=INFL&lemmacode=673	SYNTAX
	Inflection	zoek.pl?lemma=Inflection&lemmacode=674	MORPHOLOGY
	Inflection	zoek.pl?lemma=Inflection&lemmacode=674	SYNTAX
Ingressive: see	Airstream mechanisms	zoek.pl?lemma=Airstream+mechanisms	PHONETICS
	Inherent case	zoek.pl?lemma=Inherent+case&lemmacode=675	SYNTAX
	Inheritance	zoek.pl?lemma=Inheritance&lemmacode=676	GENERAL
	Inheritance	zoek.pl?lemma=Inheritance&lemmacode=676	MORPHOLOGY
	Inheritance	zoek.pl?lemma=Inheritance&lemmacode=676	SYNTAX
	Inhibition	zoek.pl?lemma=Inhibition&lemmacode=1218	PHONETICS
	Insert alpha	zoek.pl?lemma=Insert+alpha&lemmacode=677	SYNTAX
	Intension	zoek.pl?lemma=Intension&lemmacode=678	SEMANTICS
	Intensional adjectives	zoek.pl?lemma=Intensional+adjectives&lemmacode=679	SEMANTICS
Intensional context: see	Opaque context	zoek.pl?lemma=Opaque+context	SEMANTICS
	Intensional logic	zoek.pl?lemma=Intensional+logic&lemmacode=681	SEMANTICS
	Intensity	zoek.pl?lemma=Intensity&lemmacode=1219	PHONETICS
	Interface	zoek.pl?lemma=Interface&lemmacode=682	SYNTAX
	Internal argument	zoek.pl?lemma=Internal+argument&lemmacode=683	MORPHOLOGY/SYNTAX
	Internal domain	zoek.pl?lemma=Internal+domain&lemmacode=684	SYNTAX
	Internal negation	zoek.pl?lemma=Internal+negation&lemmacode=685	SEMANTICS
	Internal theta-role	zoek.pl?lemma=Internal+theta-role&lemmacode=686	SYNTAX
	Internalization	zoek.pl?lemma=Internalization&lemmacode=687	MORPHOLOGY
International Phonetic Alphabet: see	IPA	zoek.pl?lemma=IPA	PHONETICS
Interpretation: see	Semantic interpretation	zoek.pl?lemma=Semantic+interpretation	SEMANTICS
	Interpretation function	zoek.pl?lemma=Interpretation+function&lemmacode=689	SEMANTICS
	Interpretative semantics	zoek.pl?lemma=Interpretative+semantics&lemmacode=691	GENERAL
	Interpretive rules	zoek.pl?lemma=Interpretive+rules&lemmacode=690	SEMANTICS
Intersective adjective: see	Extensional adjective	zoek.pl?lemma=Extensional+adjective	SEMANTICS
	Intonation	zoek.pl?lemma=Intonation&lemmacode=1220	PHONETICS
	Intonation grammar	zoek.pl?lemma=Intonation+grammar&lemmacode=1221	PHONETICS
	Intrinsic allophone	zoek.pl?lemma=Intrinsic+allophone&lemmacode=1222	PHONETICS
	Intrinsic characteristics	zoek.pl?lemma=Intrinsic+characteristics&lemmacode=1223	SYNTAX
	IP	zoek.pl?lemma=IP&lemmacode=693	SYNTAX
	IPA	zoek.pl?lemma=IPA&lemmacode=1224	PHONETICS
	IPO method	zoek.pl?lemma=IPO+method&lemmacode=1226	PHONETICS
IPP: see	Infinitivus pro Participio	zoek.pl?lemma=Infinitivus+pro+Participio	SYNTAX
	IS A Condition	zoek.pl?lemma=IS+A+Condition&lemmacode=695	MORPHOLOGY
	Island	zoek.pl?lemma=Island&lemmacode=696	SYNTAX
Island Condition: see	Island	zoek.pl?lemma=Island	SYNTAX
	Isogloss	zoek.pl?lemma=Isogloss&lemmacode=1398	PHONOLOGY/PHONETICS
	Isolating language	zoek.pl?lemma=Isolating+language&lemmacode=698	MORPHOLOGY
It-cleft: see	Cleft	zoek.pl?lemma=Cleft	SYNTAX
	I-within-i condition	zoek.pl?lemma=I-within-i+condition&lemmacode=700	SYNTAX
	Jitter	zoek.pl?lemma=Jitter&lemmacode=1227	PHONETICS
JND: see	Just Noticeable Difference	zoek.pl?lemma=Just+Noticeable+Difference	PHONETICS
	Just Noticeable Difference	zoek.pl?lemma=Just+Noticeable+Difference&lemmacode=1501	PHONETICS
	Katz-Fodor-semantics	zoek.pl?lemma=Katz-Fodor-semantics&lemmacode=482	SEMANTICS
	Katz-Postal-principle	zoek.pl?lemma=Katz-Postal-principle&lemmacode=483	SEMANTICS
